iter	RMSE
219	0.281102825
220	0.2810564483
221	0.2809388895
222	0.2808682124
223	0.2804706239
224	0.2803868057
225	0.2803603763
226	0.2802737405
227	0.2802678004
228	0.2800206632
229	0.2797159449
230	0.2795451711
231	0.2793005165
232	0.2792512793
233	0.2791393168
234	0.2789090488
235	0.2784320069
236	0.2782878588
237	0.2782625379
238	0.2782223222
239	0.2781722938
240	0.2781251905
241	0.2781127547
242	0.2780004277
243	0.2779526221
244	0.2779315407
245	0.2778858845
246	0.277629558
247	0.2775854701
248	0.2775396204
249	0.2773358206
250	0.2771855298
251	0.2770726579
252	0.2770147702
253	0.2769396497
254	0.2768981946
255	0.2766394271
256	0.2765272767
257	0.2764750725
258	0.2764471726
259	0.2764199411
260	0.2763929524
261	0.2762890023
262	0.2762506631
263	0.2762094072
264	0.2761838624
265	0.2760887857
266	0.2755102083
267	0.2754856778
268	0.2753941521
269	0.2753548698
270	0.2753206223
271	0.2752950518
272	0.2752620346
273	0.2751918281
274	0.2750545223
275	0.2748748866
276	0.2748183393
277	0.2746414098
278	0.2741924948
279	0.2740474322
280	0.2739572285
281	0.2739323121
282	0.2738618422
283	0.2738574771
284	0.2737837538
285	0.2737617343
286	0.2734699331
287	0.2732006553
288	0.2729839546
289	0.2728213994
290	0.2727479138
291	0.2727314334
292	0.2725835404
293	0.2724453831
294	0.2723400809
295	0.2719147267
296	0.2717102292
297	0.2712067149
298	0.2709616756
299	0.2708300197
300	0.270635328
301	0.2705735965
302	0.2704252633
303	0.2702397596
304	0.2701289281
305	0.2700233991
306	0.2699189731
307	0.2698210101
308	0.2697102573
309	0.2692329932
310	0.2690768355
311	0.2687300782
312	0.2684057402
313	0.2683226343
314	0.268178569
315	0.2681256394
316	0.2679474625
317	0.267586047
318	0.2674899437
319	0.2671467253
320	0.2668964014
321	0.2667947557
322	0.2662874076
323	0.266010799
324	0.2659130403
325	0.2654323019
326	0.2653417969
327	0.2651326515
328	0.264676634
329	0.2644201362
330	0.2643031852
331	0.2641624611
332	0.2636778414
333	0.2636030616
334	0.2635269126
335	0.2634922054
336	0.2633226436
337	0.2631689583
338	0.2628535309
339	0.2626471685
340	0.2622032236
341	0.2621202414
342	0.2619299333
343	0.2615249805
344	0.2612904054
345	0.2610681396
346	0.2610349972
347	0.2609757542
348	0.2609133885
349	0.2607298895
350	0.2606556937
351	0.2605128814
352	0.2601181183
353	0.2600871325
354	0.2599183358
355	0.2595206047
356	0.2591469677
357	0.2589434714
358	0.2586811079
359	0.2584743244
360	0.2582500166
361	0.2581006114
362	0.2579466823
363	0.2576416415
364	0.2574796162
365	0.2574083974
366	0.2573380295
367	0.2573094964
368	0.2571454677
369	0.2569619547
370	0.256933827
371	0.2568859892
372	0.2566747531
373	0.2566473532
374	0.2566207525
375	0.2565948132
376	0.2564439404
377	0.2562546727
378	0.2562378169
379	0.2561949735
380	0.256073196
381	0.2559765198
382	0.2558361306
383	0.255819923
384	0.2556493188
385	0.2553120365
386	0.2550908283
387	0.2550358498
388	0.2550197865
389	0.2550041612
390	0.2548725376
391	0.2548594744
392	0.2547703617
393	0.2544985354
394	0.2543382421
395	0.2541337006
396	0.2539245481
397	0.2539097523
398	0.2535962812
399	0.2535802251
400	0.2535655784
401	0.2534824467
402	0.2533869155
403	0.2533713952
404	0.2533561923
405	0.2531451516
406	0.2531302714
407	0.2528307284
408	0.2526708841
409	0.2524819217
410	0.2523608049
411	0.252346527
412	0.2523060796
413	0.2519898325
414	0.2519760676
415	0.2518050855
416	0.2515203647
417	0.2514541029
418	0.2513769129
419	0.2512302111
420	0.2511493209
421	0.2510373847
422	0.2508683203
423	0.2508041156
424	0.2504833804
425	0.2503160101
426	0.2501068947
427	0.2498325579
428	0.2496866358
429	0.2495459185
430	0.249437887
431	0.2492034295
432	0.2489943897
433	0.2489801618
434	0.2489663467
435	0.2488120986
436	0.2486421373
437	0.2485128788
438	0.2484991324
439	0.2484857893
440	0.2483819383
441	0.2481938117
442	0.2481800006
443	0.2479845147
444	0.2479713515
445	0.247791849
446	0.2477783393
447	0.2477650946
448	0.2477435797
449	0.2477336921
450	0.2476346949
451	0.2475669459
452	0.247313059
453	0.247088059
454	0.2470515028
455	0.2469383431
456	0.2468447928
457	0.2467356582
458	0.2465520993
459	0.2464323051
460	0.2464227567
461	0.2462393
462	0.2461495392
463	0.2461368201
464	0.2461275506
465	0.2461152316
466	0.2459161572
467	0.2457993605
468	0.2456252158
469	0.2454099423
470	0.2453041434
471	0.2452044663
472	0.2451848695
473	0.245172415
474	0.2450420814
475	0.2449836314
476	0.2449713939
477	0.2449594865
478	0.2447738598
479	0.2446727309
480	0.2446640811
481	0.2446497091
482	0.2446011156
483	0.2445179429
484	0.2444324721
485	0.2443174547
486	0.244305841
487	0.2442287704
488	0.2441263114
489	0.2440442438
490	0.2440328477
491	0.2439137536
492	0.2438043268
493	0.2437924643
494	0.2437755502
495	0.2436743197
496	0.2435126675
497	0.2433127383
498	0.2433011393
499	0.2431159113
500	0.2429903716
501	0.2428736783
502	0.2427678243
503	0.2426487259
504	0.2426350281
505	0.2425539085
506	0.2425430421
507	0.2424721156
508	0.24246056
509	0.2423734059
510	0.2422483787
511	0.2422405447
512	0.2420803163
513	0.2420171556
514	0.2420094918
515	0.2418152911
516	0.2418015373
517	0.2417978802
518	0.2417868786
519	0.2416944234
520	0.2416751933
521	0.2415049382
522	0.2414866001
523	0.2413739007
524	0.241236412
525	0.2411879653
526	0.2411256611
527	0.2411022926
528	0.2409515715
529	0.240905787
530	0.2407561145
531	0.240541451
532	0.2405233352
533	0.2404772676
534	0.2403472356
535	0.2402556366
536	0.2401020494
537	0.2400894341
538	0.2400779615
539	0.2399879233
540	0.2399714354
541	0.2398453373
542	0.2397576045
543	0.2396520507
544	0.2396338502
545	0.2395402205
546	0.2394243615
547	0.2394151653
548	0.2393007518
549	0.2392902135
550	0.2392143294
551	0.239190331
552	0.2390097878
553	0.2389344403
554	0.2389311565
555	0.2388563904
556	0.2387535562
557	0.2387467202
558	0.2386349498
559	0.2385929121
560	0.2385838361
561	0.2385355707
562	0.23848186
563	0.2383884594
564	0.238305844
565	0.2382083234
566	0.2381162161
567	0.2380165344
568	0.2378874432
569	0.2378769732
570	0.2378425948
571	0.2378394809
572	0.2378307165
573	0.2377984432
574	0.2376727067
575	0.237545373
576	0.2375063672
577	0.2374687772
578	0.2374387218
579	0.2374030804
580	0.237307709
581	0.2372709837
582	0.2372350467
583	0.2372320604
584	0.2370337789
585	0.2369059033
586	0.2367538032
587	0.2365887669
588	0.2365344767
589	0.2364208954
590	0.2363423799
591	0.2363035493
592	0.2362836769
593	0.2362741656
594	0.2362319948
595	0.2360971582
596	0.2360949949
597	0.2360224524
598	0.2359413825
599	0.2359041069
600	0.2357834938
601	0.2356957783
602	0.2356039671
603	0.2354597302
604	0.2354497909
605	0.2354468705
606	0.2354388194
607	0.2353917694
608	0.2353656378
609	0.2351543558
610	0.2350402836
611	0.2350308724
612	0.2349838092
613	0.2349086789
614	0.2349007787
615	0.2347642433
616	0.2347158908
617	0.2347079967
618	0.2346046111
619	0.2346017504
620	0.2345063577
621	0.2343479166
622	0.2342212027
623	0.234035954
624	0.2339394475
625	0.2338638255
626	0.2337378394
627	0.2336479984
628	0.233579769
629	0.2335093034
630	0.2334096459
631	0.2333550693
632	0.2331593614
633	0.233127938
634	0.2331183958
635	0.2330938544
636	0.2329644108
637	0.23288067
638	0.2327644026
639	0.2326268969
640	0.2324813576
641	0.2324793445
642	0.2323439841
643	0.2322793723
644	0.2322478457
645	0.232195873
646	0.2321796748
647	0.2321711937
648	0.2320902054
649	0.2320322514
650	0.2319474361
651	0.2318194768
652	0.2316841027
653	0.2316184325
654	0.2314984695
655	0.2314284049
656	0.2311901201
657	0.2311881237
658	0.2311584977
659	0.2311464163
660	0.2311384067
661	0.2310729302
662	0.2310005062
663	0.2309293357
664	0.2309210884
665	0.2307507323
666	0.2307438278
667	0.2307411198
668	0.2306678537
669	0.2305394357
670	0.2305326
671	0.2305172631
672	0.2304448717
673	0.230443004
674	0.2304403579
675	0.2303175204
676	0.2301981032
677	0.2301435555
678	0.2300603377
679	0.2299999458
680	0.2298911231
681	0.2298034834
682	0.2297190553
683	0.2296616561
684	0.2295483835
685	0.2295457672
686	0.229489376
687	0.2294067527
688	0.2293314563
689	0.2292893093
690	0.2291658364
691	0.2291344148
692	0.2290477574
693	0.2289932751
694	0.2288877915
695	0.2287799907
696	0.2286173605
697	0.2285481762
698	0.2284522094
699	0.2283011424
700	0.2281746138
701	0.2281228743
702	0.228005439
703	0.2279783039
704	0.2278971412
705	0.2278707494
706	0.2277540293
707	0.2277046112
708	0.227655003
709	0.2275924854
710	0.2275457267
711	0.2275438994
712	0.2274985983
713	0.2273976227
714	0.2273261006
715	0.2272821443
716	0.2271712978
717	0.2270836294
718	0.2270562633
719	0.226982003
720	0.226908665
721	0.2268658129
722	0.2268033593
723	0.2267618655
724	0.2267258342
725	0.2266960154
726	0.2266563163
727	0.2265598885
728	0.2265164559
729	0.2264582745
730	0.2263670388
731	0.2262888935
732	0.2262383755
733	0.2261352836
734	0.2261099586
735	0.2260120445
736	0.2259386768
737	0.2258713645
738	0.2257839446
739	0.2257031305
740	0.2256634841
741	0.225597173
742	0.2255063644
743	0.2254155327
744	0.2253974486
745	0.2252750506
746	0.2252035359
747	0.2251570847
748	0.2250878836
749	0.2250108863
750	0.2249743632
751	0.2248918269
752	0.2247530066
753	0.2247300205
754	0.2246659596
755	0.2245922183
756	0.22453282
757	0.2244509011
758	0.2243382997
759	0.2243032147
760	0.2242539788
761	0.2242315891
762	0.224130104
763	0.2240905882
764	0.2239631976
765	0.2238685308
766	0.2238126574
767	0.223727469
768	0.2237025319
769	0.2236055229
770	0.2235588425
771	0.2234529195
772	0.2234060239
773	0.2233007445
774	0.22326068
775	0.2231378198
776	0.2230560895
777	0.2229501044
778	0.2228569217
779	0.2228493603
780	0.2227586958
781	0.2227462789
782	0.2227032316
783	0.2226558051
784	0.2226432842
785	0.2226112855
786	0.2225606552
787	0.2225004191
788	0.2224412376
789	0.2223743552
790	0.2222935926
791	0.2222433646
792	0.2222350119
793	0.2221854615
794	0.2221394209
795	0.222067839
796	0.221987033
797	0.2218826839
798	0.221830298
799	0.2217937562
800	0.2217889162
801	0.2217326825
802	0.2216597752
803	0.2215908848
804	0.2215273709
805	0.2214489796
806	0.2214466193
807	0.2213717734
808	0.2213635765
809	0.2212829573
810	0.2212131496
811	0.2211452869
812	0.2210783306
813	0.2210704389
814	0.2210139195
815	0.2209196477
816	0.2208512688
817	0.2207822981
818	0.220680229
819	0.2206779073
820	0.2206022951
821	0.2205547284
822	0.2205524314
823	0.2204791011
824	0.2204768272
825	0.2203967461
826	0.2203220933
827	0.2202657504
828	0.2201958904
829	0.2201217654
830	0.220031743
831	0.2199244879
832	0.2199180745
833	0.2198465981
834	0.2197894544
835	0.2197202884
836	0.2196545726
837	0.2196469515
838	0.2196395977
839	0.219632498
840	0.2196303471
841	0.2196121532
842	0.2195250986
843	0.2194485131
844	0.2193784092
845	0.2192882133
846	0.2192036251
847	0.2191371092
848	0.2190616886
849	0.2190395877
850	0.2190119488
851	0.2189603695
852	0.2188686757
853	0.2188051997
854	0.2187891088
855	0.2187870461
856	0.2187158047
857	0.2186435524
858	0.2185826728
859	0.218550445
860	0.2184874119
861	0.2184816215
862	0.2184432043
863	0.2184375416
864	0.218378973
865	0.2183190683
866	0.2182544665
867	0.21816629
868	0.2181005406
869	0.2180940142
870	0.218053059
871	0.2180093931
872	0.2179250057
873	0.2179031984
874	0.2178455095
875	0.217831698
876	0.2177587996
877	0.2177356786
878	0.2176932084
879	0.2175823891
880	0.2175390865
881	0.2174441239
882	0.2174269589
883	0.2173846541
884	0.2173825528
885	0.2173153637
886	0.2172560895
887	0.2171938746
888	0.2171589062
889	0.2170525124
890	0.2169804743
891	0.2169149488
892	0.2168714493
893	0.2168258277
894	0.2167823599
895	0.2167022802
896	0.2166165399
897	0.2165555809
898	0.2165348475
899	0.216451401
900	0.2164367522
901	0.2164045686
902	0.2163818773
903	0.2163428571
904	0.2162982173
905	0.2162233775
906	0.2161890545
907	0.2161679545
908	0.2160895099
909	0.2159952729
910	0.2159456967
911	0.215926291
912	0.2158528366
913	0.215833951
914	0.2157891557
915	0.2157322248
916	0.2156603408
917	0.215641872
918	0.2156240407
919	0.2155888236
920	0.2155466235
921	0.2155179309
922	0.2154807256
923	0.2154161916
924	0.2153991841
925	0.2153652157
926	0.2152775973
927	0.2152729966
928	0.2152434662
929	0.2152041983
930	0.2151536264
931	0.2151259085
932	0.2151050874
933	0.2150333038
934	0.2149939984
935	0.2149677098
936	0.2149622775
937	0.2149036246
938	0.214878625
939	0.2148079959
940	0.2147257578
941	0.2146871612
942	0.2146604854
943	0.2146004274
944	0.2145155513
945	0.2144963647
946	0.214463868
947	0.2144319052
948	0.2143405867
949	0.2143027992
950	0.2142861405
951	0.2142552747
952	0.2141581263
953	0.2140934969
954	0.2140671883
955	0.2139992063
956	0.2139390125
957	0.2138744473
958	0.213817133
959	0.2137998448
960	0.2137137887
961	0.2136980092
962	0.2136155697
963	0.2136051839
964	0.213550334
965	0.2135432023
966	0.2135372421
967	0.21350777
968	0.2134955953
969	0.2134587727
970	0.2134354381
971	0.2133779068
972	0.2132637877
973	0.2132550315
974	0.2132484063
975	0.2131934523
976	0.2131277895
977	0.2131184593
978	0.2130293378
979	0.2130178083
980	0.213002827
981	0.2129662556
982	0.212951758
983	0.2128925893
984	0.2128363676
985	0.2127536298
986	0.2127436067
987	0.2126938554
988	0.2126328806
989	0.2126093215
990	0.2125457657
991	0.2124912565
992	0.2124684311
993	0.212436904
994	0.2123768452
995	0.2123473664
996	0.2123079947
997	0.2122669835
998	0.212222221
999	0.2121472007
1000	0.2121077876
1001	0.2121032148
1002	0.2120420382
1003	0.2120320759
1004	0.2120242422
1005	0.2119938729
1006	0.2119553943
1007	0.2119309368
1008	0.2118509037
1009	0.2118131602
1010	0.2117743665
1011	0.2117363679
1012	0.2117131033
1013	0.2117062781
1014	0.2116504236
1015	0.2115891388
1016	0.2115675868
1017	0.2115435193
1018	0.2115031502
1019	0.2114680446
1020	0.2114086247
1021	0.2113521942
1022	0.211350467
1023	0.2112968657
1024	0.2112599104
1025	0.2112240151
1026	0.2111912792
1027	0.2111564144
1028	0.2111189822
1029	0.2110561136
1030	0.2110212542
1031	0.2110004738
1032	0.2109622728
1033	0.2109583783
1034	0.2109484691
1035	0.2109091322
1036	0.2108994747
1037	0.2107971161
1038	0.2107688725
1039	0.2107638791
1040	0.2107435997
1041	0.2107303032
1042	0.2106797405
1043	0.2105607973
1044	0.2105101817
1045	0.2104612767
1046	0.2104242212
1047	0.2103999686
1048	0.2103645624
1049	0.2103608021
1050	0.210300004
1051	0.2102021709
1052	0.210200508
1053	0.2101965608
1054	0.2101167233
1055	0.2100618331
1056	0.2099685206
1057	0.20995132
1058	0.2099423778
1059	0.2099389142
1060	0.2099314812
1061	0.2098676649
1062	0.2098553727
1063	0.209846727
1064	0.2098143126
1065	0.2098058375
1066	0.2097416837
1067	0.2097270091
1068	0.2096928586
1069	0.2096844793
1070	0.2096451596
1071	0.2095857908
1072	0.2095148794
1073	0.2094773523
1074	0.20947372
1075	0.2094148708
1076	0.2093708596
1077	0.2093379799
1078	0.2093302331
1079	0.2093256198
1080	0.2093211096
1081	0.209251761
1082	0.2092485201
1083	0.209221897
1084	0.2092182793
1085	0.2091706745
1086	0.2091632821
1087	0.2091016815
1088	0.2090534443
1089	0.2090081787
1090	0.208957624
1091	0.2089540314
1092	0.2088809265
1093	0.2088782708
1094	0.2088715018
1095	0.2088187718
1096	0.2087727048
1097	0.208695567
1098	0.2086798818
1099	0.2086761431
1100	0.20863498
1101	0.2086335197
1102	0.2085931418
1103	0.2085601395
1104	0.2084757425
1105	0.2084714132
1106	0.2084700065
1107	0.2084665866
1108	0.208462388
1109	0.208389854
1110	0.2083887834
1111	0.2083861781
1112	0.2083378755
1113	0.2082664815
1114	0.2082086153
1115	0.2081734611
1116	0.2081709411
1117	0.2080859254
1118	0.2080845809
1119	0.2080562786
1120	0.2080334249
1121	0.2080065086
1122	0.208002411
1123	0.2079467374
1124	0.2079158454
1125	0.2078705469
1126	0.2078697745
1127	0.2078684805
1128	0.2078670089
1129	0.2078294459
1130	0.207779361
1131	0.2077763023
1132	0.2077186545
1133	0.2076825943
1134	0.2076247177
1135	0.2075782117
1136	0.2075240567
1137	0.2074670806
1138	0.2074413711
1139	0.2074403313
1140	0.2073846649
1141	0.207349378
1142	0.2073481644
1143	0.207316298
1144	0.2073134676
1145	0.2073112066
1146	0.2073096434
1147	0.2072280462
1148	0.2071638133
1149	0.2071598562
1150	0.2071591885
1151	0.2071378064
1152	0.2071022235
1153	0.2070582169
1154	0.2069980473
1155	0.206994187
1156	0.2069651369
1157	0.2069387404
1158	0.2069231244
1159	0.2068929585
1160	0.2068917798
1161	0.2068181231
1162	0.2067809052
1163	0.2067365481
1164	0.2066984911
1165	0.2066728145
1166	0.2066612325
1167	0.2066606045
1168	0.2066183298
1169	0.2066172174
1170	0.2065495686
1171	0.206458081
1172	0.2063935785
1173	0.2063194951
1174	0.2062681114
1175	0.2062129124
1176	0.2062056347
1177	0.206166948
1178	0.2061221437
1179	0.206069902
1180	0.2060387583
1181	0.2059903306
1182	0.2059524791
1183	0.2059122552
1184	0.2058732218
1185	0.2058259702
1186	0.2058175264
1187	0.2057642554
1188	0.2057153142
1189	0.2057117055
1190	0.2056591256
1191	0.2056277279
1192	0.2055665071
1193	0.2055420262
1194	0.205540941
1195	0.2054901249
1196	0.2054190302
1197	0.205394891
1198	0.2053448857
1199	0.2052821589
1200	0.205259056
1201	0.2052122116
1202	0.2051999051
1203	0.2051489776
1204	0.2051134957
1205	0.2050798141
1206	0.2050289836
1207	0.2049923177
1208	0.2049501477
1209	0.2049018386
1210	0.204853396
1211	0.2048385419
1212	0.2047807642
1213	0.2047216897
1214	0.2046891888
1215	0.2046640443
1216	0.204644045
1217	0.2046336787
1218	0.204572474
1219	0.2045714374
1220	0.2045366804
1221	0.2044713094
1222	0.2044626319
1223	0.2043955042
1224	0.2043532628
1225	0.2043187262
1226	0.2042540039
1227	0.2041975222
1228	0.2041285827
1229	0.2040784068
1230	0.2040574452
1231	0.2040341059
1232	0.2039909363
1233	0.2039110987
1234	0.2038775458
1235	0.2038234326
1236	0.2037843803
1237	0.2037367232
1238	0.2036713868
1239	0.2036633995
1240	0.2036327384
1241	0.2036026517
1242	0.2036018919
1243	0.2035446593
1244	0.2035009735
1245	0.2034603317
1246	0.2034090367
1247	0.2033432001
1248	0.2032811342
1249	0.2032412314
1250	0.2032337246
1251	0.2031819386
1252	0.2031814105
1253	0.2031523014
1254	0.2031220116
1255	0.2031210561
1256	0.2030698336
1257	0.2030230033
1258	0.2029788591
1259	0.2029151229
1260	0.202884854
1261	0.2028771828
1262	0.2028326156
1263	0.2027908616
1264	0.2027694252
1265	0.2027543957
1266	0.2026859071
1267	0.202644422
1268	0.2025995269
1269	0.2025395702
1270	0.202505778
1271	0.2024602266
1272	0.2024283983
1273	0.2024145842
1274	0.2023721582
1275	0.2023426723
1276	0.2023072987
1277	0.2022666144
1278	0.2022347716
1279	0.2022284885
1280	0.2021682558
1281	0.2020940169
1282	0.2020582064
1283	0.2019877205
1284	0.2019392542
1285	0.2018640851
1286	0.2018348632
1287	0.2017710054
1288	0.2017118284
1289	0.2016417539
1290	0.2016044237
1291	0.2015967393
1292	0.2015696538
1293	0.2015321365
1294	0.2014893214
1295	0.2014614824
1296	0.2014315763
1297	0.2014136264
1298	0.2013877021
1299	0.2013775505
1300	0.2013657349
1301	0.2013215418
1302	0.201301176
1303	0.2012887612
1304	0.2012299559
1305	0.2011820109
1306	0.2011435835
1307	0.2011017147
1308	0.2010747047
1309	0.2010209867
1310	0.2009946579
1311	0.2009523927
1312	0.200933016
1313	0.2009103859
1314	0.2009029134
1315	0.2008929697
1316	0.2008631992
1317	0.2008378976
1318	0.2008319304
1319	0.2008172664
1320	0.2007874324
1321	0.2007362943
1322	0.2006817232
1323	0.2006476439
1324	0.2006105155
1325	0.2005711643
1326	0.2005653213
1327	0.2005107597
1328	0.2004590378
1329	0.2004385523
1330	0.200392231
1331	0.2003865425
1332	0.2003585508
1333	0.2003548607
1334	0.2003321867
1335	0.2003085505
1336	0.2002695214
1337	0.2002215524
1338	0.2001863414
1339	0.2001384059
1340	0.2001328333
1341	0.2000973399
1342	0.2000903935
1343	0.2000440138
1344	0.2000132669
1345	0.2000025295
1346	0.1999957426
1347	0.1999903502
1348	0.1999692126
1349	0.1999157621
1350	0.1999091881
1351	0.1998785915
1352	0.1997964862
1353	0.1997518915
1354	0.1997457846
1355	0.1997198357
1356	0.1996739023
1357	0.1996704185
1358	0.199639054
1359	0.1995934992
1360	0.1995607627
1361	0.1995158168
1362	0.1994895991
1363	0.1994349283
1364	0.1994089345
1365	0.1993719373
1366	0.199334785
1367	0.1992969368
1368	0.1992449561
1369	0.1992345866
1370	0.1991714028
1371	0.1991618533
1372	0.1991095247
1373	0.1990850677
1374	0.1990701765
1375	0.1990374956
1376	0.1989727236
1377	0.1989228053
1378	0.1989012172
1379	0.1988856999
1380	0.1988624961
1381	0.198812518
1382	0.1987969445
1383	0.1987935135
1384	0.1987691875
1385	0.1987246575
1386	0.1987215216
1387	0.198654067
1388	0.1986339869
1389	0.1986016694
1390	0.1985849707
1391	0.1985660698
1392	0.1985380156
1393	0.1985093409
1394	0.1984832843
1395	0.1984353012
1396	0.1983755398
1397	0.1983567384
1398	0.1983064804
1399	0.1982677859
1400	0.1982448998
1401	0.1982312322
1402	0.1981935264
1403	0.1981664266
1404	0.1981195227
1405	0.1980897382
1406	0.1980604329
1407	0.1980039412
1408	0.1979762
1409	0.1979573148
1410	0.1979483777
1411	0.1979344274
1412	0.1979220205
1413	0.1979074142
1414	0.1978780571
1415	0.19783217
1416	0.1977955444
1417	0.1977777734
1418	0.1977564786
1419	0.1977421613
1420	0.1977016386
1421	0.1976889448
1422	0.1976686342
1423	0.1976381671
1424	0.1975787591
1425	0.1975489676
1426	0.1975133602
1427	0.1975099984
1428	0.1974818704
1429	0.1974449049
1430	0.1974344979
1431	0.1974138442
1432	0.1974082969
1433	0.1973813504
1434	0.1973702208
1435	0.1973693796
1436	0.1973401225
1437	0.197295704
1438	0.1972452775
1439	0.1972185802
1440	0.1971811278
1441	0.1971802124
1442	0.1971545453
1443	0.1971255999
1444	0.1970714108
1445	0.1970211785
1446	0.1969994705
1447	0.1969534229
1448	0.196941061
1449	0.196901286
1450	0.1968729495
1451	0.1968250877
1452	0.1967966598
1453	0.1967687547
1454	0.1967448489
1455	0.1967405302
1456	0.1967313455
1457	0.1966662301
1458	0.1966452154
1459	0.1966322983
1460	0.1966150771
1461	0.1965882332
1462	0.1965370871
1463	0.1964842759
1464	0.1964370366
1465	0.1963817608
1466	0.1963761275
1467	0.1963555728
1468	0.196340664
1469	0.1963079143
1470	0.1963027442
1471	0.1962745051
1472	0.1962513357
1473	0.1962425436
1474	0.1961911296
1475	0.1961603863
1476	0.19614587
1477	0.196091514
1478	0.1960708111
1479	0.1960665637
1480	0.1960005072
1481	0.195995138
1482	0.1959812661
1483	0.1959690265
1484	0.1959406906
1485	0.195894348
1486	0.1958695055
1487	0.1958452937
1488	0.1958306039
1489	0.1958054183
1490	0.195775459
1491	0.1957485909
1492	0.1956929785
1493	0.1956821536
1494	0.1956644924
1495	0.1956336003
1496	0.1955761071
1497	0.1955752378
1498	0.1955388171
1499	0.1955346844
1500	0.1955237938
1501	0.1954805701
1502	0.1954556008
1503	0.1954410818
1504	0.195417933
1505	0.1954046382
1506	0.1953530676
1507	0.195314525
1508	0.1952890404
1509	0.1952304398
1510	0.1952143279
1511	0.1951981561
