iter	RMSE
1512	0.1951500646
1513	0.1951307196
1514	0.1951169511
1515	0.1950779166
1516	0.195023305
1517	0.1950181307
1518	0.194966108
1519	0.1949245835
1520	0.1949158995
1521	0.194886627
1522	0.1948683009
1523	0.1948426322
1524	0.1948375144
1525	0.1948151271
1526	0.1947641845
1527	0.1947375229
1528	0.1946920862
1529	0.1946424185
1530	0.1946213479
1531	0.1945924375
1532	0.1945434013
1533	0.1945191771
1534	0.1944710996
1535	0.1944483376
1536	0.1944128893
1537	0.1944095722
1538	0.1944011461
1539	0.1943684941
1540	0.1943374651
1541	0.1943080985
1542	0.1942741858
1543	0.1942537251
1544	0.1942091598
1545	0.1941880844
1546	0.1941829122
1547	0.1941689362
1548	0.1941421703
1549	0.1941225072
1550	0.1940858887
1551	0.1940811468
1552	0.1940604979
1553	0.1940093539
1554	0.1939796944
1555	0.1939313747
1556	0.1939286449
1557	0.1938967153
1558	0.1938713386
1559	0.1938407491
1560	0.193824417
1561	0.1937986483
1562	0.1937557203
1563	0.1937125298
1564	0.1936983298
1565	0.1936519998
1566	0.1936174267
1567	0.1935859697
1568	0.1935578656
1569	0.1935249767
1570	0.193480422
1571	0.1934476809
1572	0.1934080574
1573	0.1933607737
1574	0.1933416839
1575	0.1933265942
1576	0.19329124
1577	0.1932828886
1578	0.1932540757
1579	0.1932399923
1580	0.1932214406
1581	0.1931597692
1582	0.1931356515
1583	0.1931306286
1584	0.1931275609
1585	0.1931000458
1586	0.1930728867
1587	0.1930622358
1588	0.1930295713
1589	0.1930143164
1590	0.1929979586
1591	0.1929642667
1592	0.1929315014
1593	0.1929072793
1594	0.1928883789
1595	0.192826976
1596	0.1928040493
1597	0.1927776056
1598	0.1927424754
1599	0.1927187279
1600	0.1927141679
1601	0.1926839156
1602	0.1926646893
1603	0.19263208
1604	0.1926034916
1605	0.192560361
1606	0.1925415616
1607	0.1925205699
1608	0.1924961856
1609	0.1924748276
1610	0.1924356448
1611	0.1924220615
1612	0.192395282
1613	0.1923742472
1614	0.1923541844
1615	0.192323801
1616	0.1922956496
1617	0.1922707432
1618	0.1922517342
1619	0.1922119792
1620	0.192197072
1621	0.1921530793
1622	0.1921398498
1623	0.1921124184
1624	0.192094065
1625	0.1920191531
1626	0.1919820624
1627	0.1919357179
1628	0.1919120987
1629	0.1918856702
1630	0.1918693218
1631	0.1918514755
1632	0.1918506657
1633	0.1918035902
1634	0.1917959844
1635	0.191761943
1636	0.1917611305
1637	0.1917432915
1638	0.1917073855
1639	0.1916906908
1640	0.1916766236
1641	0.1916609988
1642	0.1916460178
1643	0.1916196753
1644	0.1916095446
1645	0.1915980669
1646	0.1915375926
1647	0.1915206691
1648	0.1915044029
1649	0.1915024383
1650	0.1915011025
1651	0.1914564369
1652	0.1914245338
1653	0.1913997915
1654	0.1913663065
1655	0.1913378696
1656	0.1912948005
1657	0.1912685087
1658	0.1912384051
1659	0.191238006
1660	0.1911943806
1661	0.1911682404
1662	0.1911457955
1663	0.1911094643
1664	0.1911047583
1665	0.1910786112
1666	0.1910635082
1667	0.1910494552
1668	0.1910414487
1669	0.1910190557
1670	0.1910067812
1671	0.1909756924
1672	0.1909429968
1673	0.1909171286
1674	0.1908675862
1675	0.1908441348
1676	0.1908202278
1677	0.1907816359
1678	0.1907579012
1679	0.1907239953
1680	0.1906737527
1681	0.1906623394
1682	0.1906467875
1683	0.1906120175
1684	0.1905847795
1685	0.1905696359
1686	0.1905352974
1687	0.1905053543
1688	0.1904441032
1689	0.190419653
1690	0.190415688
1691	0.1903741039
1692	0.1903577033
1693	0.1903282041
1694	0.1902965298
1695	0.1902740966
1696	0.1902420181
1697	0.1902225151
1698	0.190190053
1699	0.1901706794
1700	0.1901660925
1701	0.1901498788
1702	0.1900931261
1703	0.1900502391
1704	0.1900162877
1705	0.1900135025
1706	0.1899881926
1707	0.1899613462
1708	0.18995682
1709	0.1899158226
1710	0.1898624473
1711	0.189859644
1712	0.1898181837
1713	0.1897924805
1714	0.1897636055
1715	0.1897400764
1716	0.1896999948
1717	0.189686837
1718	0.1896715724
1719	0.1896530243
1720	0.1896325904
1721	0.1895921836
1722	0.1895893894
1723	0.1895648712
1724	0.1895327794
1725	0.1894784006
1726	0.1894607866
1727	0.1894194403
1728	0.1893603364
1729	0.1893454397
1730	0.1893124919
1731	0.1892832585
1732	0.1892600547
1733	0.1892360979
1734	0.189190329
1735	0.1891824922
1736	0.1891395612
1737	0.1891113232
1738	0.1890891945
1739	0.1890630654
1740	0.1890228956
1741	0.1889884854
1742	0.1889515087
1743	0.1889280199
1744	0.1888934578
1745	0.1888645686
1746	0.1888463967
1747	0.1888297508
1748	0.1887897775
1749	0.1887511091
1750	0.1887121345
1751	0.1886834069
1752	0.1886805844
1753	0.1886547001
1754	0.1886321474
1755	0.1886217027
1756	0.1886013103
1757	0.1885625689
1758	0.188538026
1759	0.188473445
1760	0.1884546978
1761	0.188435639
1762	0.1884102836
1763	0.1883798191
1764	0.1883582095
1765	0.1883159232
1766	0.188293834
1767	0.1882744462
1768	0.1882444836
1769	0.1881946737
1770	0.1881727242
1771	0.1881413164
1772	0.1881041608
1773	0.1880813409
1774	0.1880805144
1775	0.1880313025
1776	0.1880062673
1777	0.1879731142
1778	0.1879665105
1779	0.1879425677
1780	0.1879359782
1781	0.1879223743
1782	0.1878784685
1783	0.1878467253
1784	0.1878168326
1785	0.1878048249
1786	0.1877795326
1787	0.1877394052
1788	0.1876898226
1789	0.187662325
1790	0.1876372442
1791	0.1876062875
1792	0.1876056329
1793	0.1875895395
1794	0.1875281983
1795	0.1874941306
1796	0.1874766746
1797	0.1874641844
1798	0.1874631184
1799	0.1874413519
1800	0.1873975891
1801	0.1873706931
1802	0.1873325992
1803	0.187303874
1804	0.1872952529
1805	0.1872831369
1806	0.1872245811
1807	0.1872155371
1808	0.1872004876
1809	0.1871858559
1810	0.1871559997
1811	0.1871487582
1812	0.1871024121
1813	0.1870764261
1814	0.1870453407
1815	0.1870447366
1816	0.1870164499
1817	0.1869941991
1818	0.1869819532
1819	0.1869676495
1820	0.1869528606
1821	0.1869309335
1822	0.1869047563
1823	0.1868583145
1824	0.1868465993
1825	0.1868459227
1826	0.1868217147
1827	0.1867995318
1828	0.1867955632
1829	0.1867610122
1830	0.1867410872
1831	0.1867187599
1832	0.1867076561
1833	0.1866785478
1834	0.1866749954
1835	0.1866511462
1836	0.1866280177
1837	0.1866188175
1838	0.1865723048
1839	0.1865639548
1840	0.1865611633
1841	0.1865206126
1842	0.1865107979
1843	0.1865014633
1844	0.1864765366
1845	0.1864753332
1846	0.1864434895
1847	0.1864235335
1848	0.1864143582
1849	0.1864080856
1850	0.1863969058
1851	0.1863899901
1852	0.1863871462
1853	0.1863541191
1854	0.1863449193
1855	0.1863111204
1856	0.1862896402
1857	0.1862750073
1858	0.186252187
1859	0.1862091716
1860	0.1861928047
1861	0.1861920319
1862	0.1861833372
1863	0.1861615099
1864	0.1861180066
1865	0.1861083747
1866	0.186101711
1867	0.1860927622
1868	0.1860859455
1869	0.1860853004
1870	0.1860649509
1871	0.1860327524
1872	0.1860079926
1873	0.1859951492
1874	0.185983559
1875	0.1859649227
1876	0.1859265239
1877	0.1859073911
1878	0.1858963812
1879	0.1858852776
1880	0.1858635129
1881	0.1858549466
1882	0.1858306087
1883	0.1858302
1884	0.1858062236
1885	0.185805606
1886	0.1857728716
1887	0.1857429969
1888	0.1857145066
1889	0.1856946372
1890	0.1856733364
1891	0.1856675315
1892	0.1856474829
1893	0.1856297045
1894	0.1856121576
1895	0.1855715537
1896	0.185548042
1897	0.1855476533
1898	0.1855355587
1899	0.1855277738
1900	0.1855205713
1901	0.1855097058
1902	0.1855059706
1903	0.1854855467
1904	0.1854662178
1905	0.1854450039
1906	0.1854364114
1907	0.1854009173
1908	0.18538214
1909	0.1853570885
1910	0.1853294112
1911	0.1853198042
1912	0.1853009177
1913	0.1852675212
1914	0.1852249479
1915	0.1852066962
1916	0.1851614047
1917	0.1851408229
1918	0.1851188378
1919	0.1851083246
1920	0.1850980989
1921	0.1850776122
1922	0.185060835
1923	0.185031654
1924	0.1849982554
1925	0.1849618716
1926	0.1849483202
1927	0.1849375535
1928	0.184914039
1929	0.1848870386
1930	0.1848628619
1931	0.1848590698
1932	0.1848423534
1933	0.1848195104
1934	0.1847899909
1935	0.1847739809
1936	0.1847534118
1937	0.184735762
1938	0.1847104915
1939	0.1847076931
1940	0.1846897659
1941	0.1846614164
1942	0.1846362971
1943	0.1846351411
1944	0.1846344138
1945	0.1845986093
1946	0.1845837521
1947	0.1845722543
1948	0.1845695106
1949	0.184515274
1950	0.1844864429
1951	0.1844602312
1952	0.1844536267
1953	0.1844496273
1954	0.1844297614
1955	0.1844045234
1956	0.1843816975
1957	0.184369511
1958	0.1843521112
1959	0.1843353041
1960	0.1842978692
1961	0.1842835114
1962	0.1842602663
1963	0.184227335
1964	0.1842093005
1965	0.1841854417
1966	0.1841424902
1967	0.1841120662
1968	0.1840882808
1969	0.1840846957
1970	0.184040738
1971	0.1840380353
1972	0.1840128016
1973	0.1839789832
1974	0.1839402806
1975	0.1839196043
1976	0.1839023425
1977	0.1838859104
1978	0.1838760341
1979	0.1838595621
1980	0.1838384861
1981	0.1838302284
1982	0.1837842681
1983	0.1837836834
1984	0.1837756555
1985	0.1837433404
1986	0.1837241895
1987	0.1837121279
1988	0.1836948599
1989	0.1836889686
1990	0.1836884006
1991	0.1836751204
1992	0.1836653232
1993	0.1836573265
1994	0.1836227707
1995	0.1836164119
1996	0.1836042508
1997	0.183551131
1998	0.1835505753
1999	0.1835272932
2000	0.183492867
2001	0.1834811048
2002	0.1834400805
2003	0.1834049592
2004	0.1833999555
2005	0.1833792301
2006	0.1833577212
2007	0.1833298099
2008	0.183312203
2009	0.1832872293
2010	0.1832811096
2011	0.1832719331
2012	0.1832639607
2013	0.1832521894
2014	0.1832428194
2015	0.1832285612
2016	0.1832143294
2017	0.1832091028
2018	0.1831925517
2019	0.1831687782
2020	0.1831326658
2021	0.1831299588
2022	0.1831294781
2023	0.1831130827
2024	0.1830989466
2025	0.1830831644
2026	0.1830720876
2027	0.1830613979
2028	0.183035204
2029	0.183018936
2030	0.1830039354
2031	0.1829945171
2032	0.1829732837
2033	0.1829584057
2034	0.1829496185
2035	0.1829302303
2036	0.1829078753
2037	0.1828608234
2038	0.1828530007
2039	0.1828193052
2040	0.1828078757
2041	0.1827922347
2042	0.1827919145
2043	0.1827767265
2044	0.1827359745
2045	0.1827145604
2046	0.1827036063
2047	0.1826968557
2048	0.1826869038
2049	0.1826752484
2050	0.1826681317
2051	0.1826596085
2052	0.1826403764
2053	0.1826399064
2054	0.182618378
2055	0.1825994327
2056	0.182562336
2057	0.1825555295
2058	0.1825248873
2059	0.1825117422
2060	0.1824699893
2061	0.1824696543
2062	0.1824636653
2063	0.1824102422
2064	0.1823708375
2065	0.1823626212
2066	0.1823307746
2067	0.1823246395
2068	0.1823065954
2069	0.1823005706
2070	0.1822822605
2071	0.1822611624
2072	0.1822172756
2073	0.1822062018
2074	0.1821687151
2075	0.1821374598
2076	0.1821195111
2077	0.1821130035
2078	0.1821065166
2079	0.1820916646
2080	0.1820823232
2081	0.1820519461
2082	0.1820306336
2083	0.1820282433
2084	0.182022448
2085	0.1819778869
2086	0.1819546292
2087	0.1819396366
2088	0.1819348977
2089	0.1819139308
2090	0.1819078767
2091	0.1818842159
2092	0.1818604961
2093	0.1818599916
2094	0.1818462085
2095	0.1818404988
2096	0.181827395
2097	0.1818148332
2098	0.1817878306
2099	0.1817827683
2100	0.1817600154
2101	0.1817543751
2102	0.1817468708
2103	0.1817282077
2104	0.1817109157
2105	0.1816983959
2106	0.1816850704
2107	0.1816747529
2108	0.1816445751
2109	0.1816399642
2110	0.1816121778
2111	0.1815780883
2112	0.1815577607
2113	0.1815382188
2114	0.1815214848
2115	0.1815103404
2116	0.1814923668
2117	0.1814700879
2118	0.1814435158
2119	0.1814380862
2120	0.181421004
2121	0.1813918645
2122	0.181370889
2123	0.1813591102
2124	0.181323216
2125	0.1813124937
2126	0.1813121847
2127	0.1812944491
2128	0.1812845144
2129	0.1812680762
2130	0.1812626872
2131	0.1812477187
2132	0.1812282186
2133	0.181217934
2134	0.1811799677
2135	0.181172109
2136	0.1811645131
2137	0.1811504666
2138	0.1811301627
2139	0.181115682
2140	0.1810937039
2141	0.1810709211
2142	0.1810533377
2143	0.1810254145
2144	0.1810223143
2145	0.1810116686
2146	0.1809899712
2147	0.1809743789
2148	0.1809565239
2149	0.1809449142
2150	0.1809396241
2151	0.1809201116
2152	0.1808897853
2153	0.1808790564
2154	0.1808626496
2155	0.1808458763
2156	0.1808094315
2157	0.1807990417
2158	0.1807870704
2159	0.1807708987
2160	0.1807657627
2161	0.1807464487
2162	0.1807315926
2163	0.1807208101
2164	0.1807059059
2165	0.1806694967
2166	0.180648085
2167	0.1806387744
2168	0.180633124
2169	0.1806194956
2170	0.1806038399
2171	0.1805993824
2172	0.1805945554
2173	0.1805690266
2174	0.1805518495
2175	0.1805454539
2176	0.1805405583
2177	0.1805251957
2178	0.1805066456
2179	0.1804818333
2180	0.1804740946
2181	0.1804446503
2182	0.1804371272
2183	0.1804324433
2184	0.1804278447
2185	0.1804233162
2186	0.1804105578
2187	0.1804015275
2188	0.1803969085
2189	0.1803699233
2190	0.1803481885
2191	0.1803027245
2192	0.1802981719
2193	0.1802938335
2194	0.1802862546
2195	0.1802671846
2196	0.1802518448
2197	0.1802356113
2198	0.1802229123
2199	0.1801942496
2200	0.1801568238
2201	0.1801502869
2202	0.1801351584
2203	0.1801006141
2204	0.1800676146
2205	0.1800583447
2206	0.1800539052
2207	0.180045024
2208	0.1800381199
2209	0.1800248235
2210	0.1799804432
2211	0.1799761131
2212	0.1799718392
2213	0.1799676203
2214	0.1799541027
2215	0.179934945
2216	0.1799291842
2217	0.1799182637
2218	0.1799058835
2219	0.1799016453
2220	0.1798760364
2221	0.1798661385
2222	0.1798621187
2223	0.1798531903
2224	0.1798280959
2225	0.1798203967
2226	0.1797958245
2227	0.1797817335
2228	0.1797776224
2229	0.1797667589
2230	0.179759716
2231	0.1797425909
2232	0.1797385473
2233	0.1797050746
2234	0.1796836093
2235	0.1796471904
2236	0.1796224742
2237	0.1796074011
2238	0.1795883307
2239	0.1795658277
2240	0.1795619868
2241	0.1795527808
2242	0.1795363113
2243	0.1795147699
2244	0.1795031839
2245	0.1795027659
2246	0.1794819753
2247	0.1794811122
2248	0.179459666
2249	0.1794557023
2250	0.179451789
2251	0.1794110888
2252	0.1793907508
2253	0.1793817238
2254	0.1793539696
2255	0.179350103
2256	0.1793464391
2257	0.1793455757
2258	0.1793356851
2259	0.1793284917
2260	0.1792972463
2261	0.1792790891
2262	0.1792707844
2263	0.1792546773
2264	0.1792278641
2265	0.179210557
2266	0.1791888269
2267	0.1791733233
2268	0.1791408714
2269	0.179137127
2270	0.1791319961
2271	0.1791137388
2272	0.1791003539
2273	0.1790667519
2274	0.1790612453
2275	0.1790577116
2276	0.179027483
2277	0.1790175835
2278	0.1790140998
2279	0.1789936642
2280	0.1789630172
2281	0.1789374143
2282	0.1789236585
2283	0.178915474
2284	0.1788988829
2285	0.1788954371
2286	0.1788834416
2287	0.1788521468
2288	0.1788236229
2289	0.1788156524
2290	0.1788028301
2291	0.1788024332
2292	0.1787785196
2293	0.1787624496
2294	0.1787346819
2295	0.1787112775
2296	0.1786876992
2297	0.1786742701
2298	0.1786704889
2299	0.1786588443
2300	0.1786236199
2301	0.178595871
2302	0.1785853998
2303	0.1785732282
2304	0.1785673434
2305	0.1785637985
2306	0.178556657
2307	0.1785397068
2308	0.1785363647
2309	0.1785181825
2310	0.1784867269
2311	0.1784809329
2312	0.1784544375
2313	0.1784471766
2314	0.1784320225
2315	0.1784152033
2316	0.1784092122
2317	0.1784007009
2318	0.1783643665
2319	0.1783610526
2320	0.1783354277
2321	0.1783276871
2322	0.1783068092
2323	0.178296538
2324	0.1782695268
2325	0.1782538164
2326	0.1782419582
2327	0.1782081298
2328	0.1782025323
2329	0.1781827974
2330	0.1781709597
2331	0.178170186
2332	0.1781445271
2333	0.1781376809
2334	0.178109218
2335	0.1781044161
2336	0.1780990869
2337	0.1780738554
2338	0.1780471657
2339	0.1780385264
2340	0.1780293041
2341	0.1780010998
2342	0.1779808897
2343	0.1779666195
2344	0.1779103656
2345	0.1778954678
2346	0.1778613396
2347	0.1778460892
2348	0.1778343621
2349	0.177792466
2350	0.1777784731
2351	0.1777532313
2352	0.1777309602
2353	0.1777162129
2354	0.1777019188
2355	0.1776790259
2356	0.177673611
2357	0.1776464328
2358	0.1776378579
2359	0.1776296662
2360	0.1776156571
2361	0.1776062266
2362	0.1775905838
2363	0.1775638862
2364	0.177558806
2365	0.1775111751
2366	0.1775087187
2367	0.1774930863
2368	0.1774761326
2369	0.1774590917
2370	0.1774541099
2371	0.1774534801
2372	0.1774501944
2373	0.1774263517
2374	0.1774202747
2375	0.1774046322
2376	0.177388273
2377	0.1773687102
2378	0.1773563619
2379	0.177356081
2380	0.1773499695
2381	0.1773319215
2382	0.1773162342
2383	0.1773062334
2384	0.1772977013
2385	0.1772970655
2386	0.1772899025
2387	0.1772797106
2388	0.177276481
2389	0.1772590124
2390	0.1772469356
2391	0.1772437415
2392	0.1772259006
2393	0.1772133373
2394	0.1771938862
2395	0.1771806377
2396	0.1771772486
2397	0.1771585257
2398	0.1771553615
2399	0.1771375069
2400	0.177134213
2401	0.1771155896
2402	0.1771063856
2403	0.1770992538
2404	0.1770879664
2405	0.1770503441
2406	0.1770408953
2407	0.1770220051
2408	0.1770136072
2409	0.1770056194
2410	0.1769873765
2411	0.1769803299
2412	0.1769624089
2413	0.1769564303
2414	0.1769427507
2415	0.176942492
2416	0.1769301794
2417	0.1769168851
2418	0.1769047777
2419	0.1768960688
2420	0.1768546499
2421	0.1768275973
2422	0.17681867
2423	0.176805838
2424	0.1767764277
2425	0.1767482504
2426	0.1767080643
2427	0.1766786672
2428	0.1766722724
2429	0.1766598837
2430	0.1766431829
2431	0.1766182666
2432	0.1765987543
2433	0.1765808992
2434	0.176568296
2435	0.1765424266
2436	0.1765377336
2437	0.176508515
2438	0.1765054334
2439	0.176497478
2440	0.1764809693
2441	0.1764266269
2442	0.1763829386
2443	0.1763684127
2444	0.1763531599
2445	0.1763383222
2446	0.176335272
2447	0.1763254151
2448	0.1762742816
2449	0.1762627929
2450	0.1762563045
2451	0.1762472977
2452	0.176230281
2453	0.1762225418
2454	0.1762052233
2455	0.1761981414
2456	0.1761929662
2457	0.1761741874
2458	0.1761665074
2459	0.1761602536
2460	0.1761402745
2461	0.1761316189
2462	0.1761054832
2463	0.1760784437
2464	0.176052308
2465	0.1760472638
2466	0.1760292581
2467	0.1760128292
2468	0.1759885875
2469	0.1759638586
2470	0.1759550793
2471	0.1759437328
2472	0.1759247208
2473	0.1759152906
2474	0.1759007644
2475	0.1758977331
2476	0.1758875996
2477	0.1758762535
2478	0.1758625662
2479	0.1758548139
2480	0.1758490236
2481	0.1758364885
2482	0.1758160848
2483	0.1758042645
2484	0.1757651016
2485	0.1757527245
2486	0.1757383704
2487	0.1757198539
2488	0.1757050713
2489	0.1756888692
2490	0.1756757532
2491	0.175645445
2492	0.1756269423
2493	0.1756097144
2494	0.1756036739
2495	0.1755950781
2496	0.1755897898
2497	0.1755784366
2498	0.1755596962
2499	0.1755404439
2500	0.1755323134
2501	0.1755124459
2502	0.1755050926
2503	0.1755021424
2504	0.1754916209
2505	0.1754821743
2506	0.1754600056
2507	0.1754344993
2508	0.1754175631
2509	0.1753941024
2510	0.1753763505
2511	0.1753495486
2512	0.1753368276
2513	0.1753288987
2514	0.1753099645
2515	0.1753001806
2516	0.1752986973
2517	0.1752742502
2518	0.1752586618
2519	0.1752462578
2520	0.1752350575
2521	0.175223488
2522	0.1752157387
2523	0.1751939473
2524	0.1751878624
2525	0.1751689153
2526	0.1751527928
2527	0.1751412146
2528	0.1751143778
2529	0.1750931503
2530	0.1750751289
2531	0.1750496336
2532	0.1750407578
2533	0.1750187835
2534	0.175012649
2535	0.1750069817
2536	0.1749848213
2537	0.174981934
2538	0.17496966
2539	0.1749512771
2540	0.1749444499
2541	0.1749374644
2542	0.1749167445
2543	0.1749052284
2544	0.1748851969
2545	0.1748705352
2546	0.1748531589
2547	0.1748295773
2548	0.1748113547
2549	0.1747897113
2550	0.1747783679
2551	0.1747697325
2552	0.1747545219
2553	0.1747431506
2554	0.1747386233
2555	0.1747249575
2556	0.174709303
2557	0.1747002891
2558	0.1746915124
2559	0.174681578
2560	0.1746689132
2561	0.1746403617
2562	0.174637535
2563	0.1746163246
2564	0.1746016759
2565	0.174595058
2566	0.1745888305
2567	0.1745810472
2568	0.1745626385
2569	0.1745474309
2570	0.1745390443
2571	0.1745316023
2572	0.1745165818
2573	0.1745072717
2574	0.1744926106
2575	0.1744871553
2576	0.1744808132
2577	0.1744619751
2578	0.1744442712
2579	0.1744294561
2580	0.1744185451
2581	0.1744008522
2582	0.1743852812
2583	0.1743790313
2584	0.1743584891
2585	0.1743463069
2586	0.1743247828
2587	0.1743180282
2588	0.1743094244
2589	0.1742867609
2590	0.1742829102
2591	0.1742713345
2592	0.1742635219
2593	0.1742378393
2594	0.1742112053
2595	0.1741989745
2596	0.1741845731
2597	0.1741769224
2598	0.1741578828
2599	0.1741520219
2600	0.174144186
2601	0.1741246847
2602	0.1741058182
2603	0.1740862787
2604	0.1740811179
2605	0.174057665
2606	0.1740410005
2607	0.1740252152
2608	0.1740061502
2609	0.1740008823
2610	0.1739920071
2611	0.1739868067
2612	0.1739776588
2613	0.1739713564
2614	0.1739566442
2615	0.1739481634
2616	0.1739321971
2617	0.1739295672
2618	0.1739177093
2619	0.1739078018
2620	0.1738872937
2621	0.1738627358
2622	0.1738554734
2623	0.1738289123
2624	0.1738139157
2625	0.1737888103
2626	0.1737602138
2627	0.1737480696
2628	0.1737411267
2629	0.1737385255
2630	0.1737270073
2631	0.1737254062
2632	0.1737191456
2633	0.1737009528
2634	0.173697105
2635	0.1736904353
2636	0.1736797536
2637	0.1736717561
2638	0.1736561196
2639	0.1736478246
2640	0.1736366776
2641	0.1736309708
2642	0.1736152684
2643	0.1735982271
2644	0.1735942343
2645	0.1735882223
2646	0.1735717587
2647	0.1735539877
2648	0.1735481556
2649	0.1735427825
2650	0.1735326824
2651	0.1735154335
2652	0.1735099452
2653	0.1734961698
2654	0.1734739214
2655	0.1734621365
2656	0.173453971
2657	0.1734431594
2658	0.173429966
2659	0.1734167246
2660	0.1734046989
2661	0.1733869931
2662	0.1733812909
2663	0.1733604251
2664	0.1733461492
2665	0.1733322896
2666	0.1733163711
2667	0.1733083583
2668	0.1733001955
2669	0.1732893991
2670	0.1732734731
2671	0.1732560973
2672	0.1732514069
2673	0.1732403964
2674	0.1732351206
2675	0.1732257653
2676	0.1732134764
2677	0.1732060196
2678	0.1731982689
2679	0.1731906633
2680	0.1731789953
2681	0.1731635207
2682	0.1731527378
2683	0.1731297446
2684	0.1731063881
2685	0.1730936618
2686	0.1730886313
2687	0.1730605084
2688	0.1730482326
2689	0.1730437911
2690	0.1730350103
2691	0.1730187903
2692	0.1730087388
2693	0.172999042
2694	0.1729779071
2695	0.1729731097
2696	0.1729613213
2697	0.1729480992
2698	0.1729381954
2699	0.1729243477
2700	0.1729065292
2701	0.1728940231
2702	0.1728872546
2703	0.1728767907
2704	0.1728673522
2705	0.1728639708
2706	0.1728424573
2707	0.1728238512
2708	0.1727984245
2709	0.1727864568
2710	0.1727821816
2711	0.1727556711
2712	0.172737894
2713	0.1727298287
2714	0.1727189132
2715	0.1726970549
2716	0.172679116
2717	0.1726647583
2718	0.1726443894
2719	0.1726364448
2720	0.1726305881
2721	0.1726189009
2722	0.1726088981
2723	0.1725930696
2724	0.1725788094
2725	0.1725722854
2726	0.172562023
2727	0.1725487756
2728	0.1725290352
2729	0.1725186588
2730	0.1724951493
2731	0.1724817828
2732	0.1724733264
2733	0.1724551338
2734	0.1724416566
2735	0.1724345263
2736	0.1724196117
2737	0.1724120779
2738	0.1723962346
2739	0.1723854487
2740	0.1723781704
2741	0.1723589419
2742	0.1723542332
2743	0.1723454297
2744	0.1723247197
2745	0.1723197467
2746	0.1723109974
2747	0.1722940839
2748	0.1722723118
2749	0.1722520249
2750	0.1722323338
2751	0.1722220838
2752	0.1722050478
2753	0.1721925544
2754	0.172176526
2755	0.1721726487
2756	0.1721510392
2757	0.1721372718
2758	0.1721255221
2759	0.1721089384
2760	0.1720883956
2761	0.1720783944
2762	0.1720770538
2763	0.1720585289
2764	0.172052962
2765	0.1720380748
2766	0.1720190553
2767	0.1720101731
2768	0.1719944699
2769	0.1719812159
2770	0.1719605968
2771	0.1719559697
2772	0.1719488541
2773	0.1719378866
2774	0.1719199952
2775	0.1718994964
2776	0.1718752019
2777	0.1718611061
2778	0.1718547435
2779	0.1718144238
2780	0.1718036049
2781	0.1717938675
2782	0.1717744659
2783	0.1717670561
2784	0.1717543396
2785	0.1717412644
2786	0.1717318237
2787	0.1717116271
2788	0.1716941916
2789	0.1716862123
2790	0.1716770323
2791	0.1716598819
2792	0.1716547095
2793	0.1716377704
2794	0.1716312072
2795	0.1716205825
2796	0.1716166713
2797	0.1716009216
2798	0.1715838397
2799	0.1715751905
2800	0.1715531954
2801	0.1715500135
2802	0.1715413488
2803	0.1715312922
2804	0.1715213363
2805	0.1715124782
2806	0.1714988059
2807	0.171495421
2808	0.1714728549
2809	0.1714584332
2810	0.171455515
2811	0.1714385704
2812	0.1714331867
2813	0.1714260233
2814	0.1714092867
2815	0.1714028899
2816	0.1713877935
2817	0.171370935
2818	0.171353136
2819	0.1713476424
2820	0.1713293168
2821	0.1712973808
2822	0.1712743199
2823	0.171268043
2824	0.1712441711
2825	0.1712183864
2826	0.1712086439
2827	0.1711929376
2828	0.1711209703
2829	0.1711053561
2830	0.1710920291
2831	0.1710770978
2832	0.1710656588
2833	0.1710564584
2834	0.1710364408
2835	0.1710290669
2836	0.1710280243
2837	0.1710203339
2838	0.1709973562
2839	0.1709876776
2840	0.1709788132
2841	0.1709603217
2842	0.1709533596
2843	0.1709508294
2844	0.1709399987
2845	0.1709313239
2846	0.1708998218
2847	0.1708745238
2848	0.1708606608
2849	0.1708561554
2850	0.170840815
2851	0.1708264517
2852	0.1708111607
2853	0.1707949696
2854	0.1707860676
2855	0.1707769556
2856	0.1707731007
2857	0.1707366857
2858	0.1707310681
2859	0.1707205744
2860	0.1707154656
2861	0.1707062011
2862	0.1706921586
2863	0.1706746427
2864	0.1706547124
2865	0.1706491102
2866	0.1706269682
2867	0.1706140756
2868	0.1706117203
2869	0.1706012604
2870	0.1705926379
2871	0.1705760406
2872	0.1705698057
2873	0.1705611357
2874	0.1705465377
2875	0.1705376827
2876	0.1705226329
2877	0.1705144847
2878	0.1704976797
2879	0.1704966597
2880	0.1704840973
2881	0.1704751515
2882	0.1704494995
2883	0.1704427078
2884	0.1704326753
2885	0.1704249826
2886	0.1704067812
2887	0.1703902918
2888	0.1703728301
2889	0.1703428865
2890	0.1703325688
2891	0.170330939
2892	0.170321415
2893	0.1703101599
2894	0.1702870072
2895	0.1702846541
2896	0.1702587453
2897	0.1702394474
2898	0.170232908
2899	0.1702235382
2900	0.1702037959
2901	0.1701951138
2902	0.1701866878
2903	0.1701661335
2904	0.1701586933
2905	0.1701438404
2906	0.1701273785
2907	0.1701227625
2908	0.1701028864
2909	0.170098147
2910	0.1700781996
2911	0.1700604862
2912	0.17005084
2913	0.1700274477
2914	0.1700026019
2915	0.169974309
2916	0.1699573153
2917	0.1699500814
2918	0.1699394591
2919	0.1699267745
2920	0.1699047437
2921	0.1698962673
2922	0.1698880815
